listing_id,room_type,property_type,accommodates,bedrooms,beds,bathrooms,listing_price,minimum_nights,maximum_nights,instant_bookable,is_superhost,host_listing_count,neighbourhood_name,total_reviews_before_cutoff,unique_reviewers_before_cutoff,avg_comment_len_before_cutoff,max_comment_len_before_cutoff,days_since_last_review,available_days_history,available_rate_history,avg_minimum_nights_calendar_history,avg_maximum_nights_calendar_history,available_days_last_30d,available_rate_last_30d,future_calendar_days_observed_30d,future_available_days_30d,future_available_rate_30d,high_demand_proxy,cutoff_date,dataset_version,has_reviews
27886,Private room,Private room in houseboat,2,1.0,1.0,1.5,132.0,3,356,False,True,1,Centrum-West,311.0,311.0,302.16720257234726,1917.0,338.0,0,0.0,3.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
28871,Private room,Private room in rental unit,2,1.0,1.0,1.0,89.0,2,730,False,True,2,Centrum-West,732.0,729.0,201.2363387978142,1265.0,338.0,46,0.5054945054945055,2.0,730.0,14,0.4666666666666667,30,21,0.7,0,2026-08-11,v1_student,1
29051,Private room,Private room in condo,2,1.0,1.0,1.0,61.0,2,730,False,True,2,Centrum-Oost,849.0,841.0,245.10836277974087,2253.0,337.0,43,0.4725274725274725,2.0,730.0,16,0.5333333333333333,30,0,0.0,1,2026-08-11,v1_student,1
44391,Entire home/apt,Entire rental unit,4,2.0,,1.5,,3,730,False,False,1,Centrum-Oost,42.0,42.0,242.3095238095238,891.0,1452.0,0,0.0,3.0,730.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
48373,Entire home/apt,Entire rental unit,4,2.0,,1.5,,3,1125,False,False,1,Buitenveldert - Zuidas,5.0,5.0,272.2,949.0,835.0,0,0.0,3.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
49552,Entire home/apt,Entire guest suite,3,2.0,2.0,1.0,322.0,3,1125,False,True,1,Centrum-West,609.0,605.0,352.82758620689657,1799.0,350.0,48,0.5274725274725275,3.0,1125.0,0,0.0,30,26,0.8666666666666667,0,2026-08-11,v1_student,1
50263,Entire home/apt,Entire condo,4,2.0,3.0,1.5,457.0,2,14,False,False,1,Centrum-Oost,177.0,177.0,443.66101694915255,2467.0,344.0,91,1.0,2.0,1125.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
50515,Entire home/apt,Entire townhouse,5,3.0,3.0,1.5,198.0,7,18,False,False,1,Bos en Lommer,20.0,20.0,303.1,533.0,353.0,91,1.0,7.0,18.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
50523,Entire home/apt,Entire condo,2,1.0,1.0,1.0,162.0,2,365,False,True,1,Centrum-West,563.0,560.0,263.39964476021316,1454.0,352.0,80,0.8791208791208791,2.0,365.0,22,0.7333333333333333,30,26,0.8666666666666667,0,2026-08-11,v1_student,1
53921,Entire home/apt,Entire rental unit,3,1.0,,1.0,,1,21,False,False,1,IJburg - Zeeburgereiland,12.0,12.0,262.0833333333333,886.0,808.0,0,0.0,1.0,21.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
55709,Entire home/apt,Entire loft,2,1.0,,1.5,,11,30,False,False,1,Centrum-Oost,69.0,68.0,502.17391304347825,1983.0,455.0,0,0.0,11.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
55868,Entire home/apt,Entire condo,4,2.0,,1.5,,3,21,False,False,1,Zuid,96.0,96.0,375.90625,1272.0,1100.0,0,0.0,3.0,21.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
62015,Entire home/apt,Entire rental unit,2,1.0,,1.5,,30,30,False,False,1,Oud-Oost,38.0,38.0,345.2631578947368,1307.0,863.0,0,0.0,30.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
80635,Private room,Private room in home,1,1.0,,1.5,,3,1125,False,False,4,Centrum-West,241.0,241.0,285.46058091286307,1476.0,1319.0,0,0.0,3.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
91535,Private room,Private room in boat,2,1.0,,1.0,,1,30,True,True,1,De Pijp - Rivierenbuurt,318.0,318.0,198.3238993710692,1486.0,338.0,0,0.0,1.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
97221,Private room,Private room in bed and breakfast,2,1.0,2.0,1.0,68.0,2,8,False,False,2,Slotervaart,412.0,410.0,217.72815533980582,1556.0,368.0,91,1.0,2.0,8.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
137026,Entire home/apt,Entire townhouse,4,3.0,3.0,2.0,335.0,2,1125,False,True,1,De Pijp - Rivierenbuurt,117.0,116.0,331.4017094017094,1464.0,352.0,62,0.6813186813186813,2.0,1125.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
155548,Entire home/apt,Entire rental unit,3,1.0,,1.5,,3,15,False,False,1,Oud-Oost,21.0,21.0,329.0952380952381,838.0,2548.0,0,0.0,3.0,15.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
158633,Entire home/apt,Entire home,4,3.0,,1.0,,3,14,False,False,1,Noord-Oost,20.0,20.0,328.55,712.0,346.0,0,0.0,3.0,14.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
168769,Private room,Room in boutique hotel,1,1.0,,1.5,,3,1124,False,False,4,Centrum-West,278.0,278.0,266.3453237410072,1573.0,1321.0,0,0.0,3.0,1124.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
171054,Entire home/apt,Entire rental unit,3,2.0,,1.0,,3,5,False,False,1,De Baarsjes - Oud-West,103.0,103.0,334.9514563106796,1050.0,2813.0,0,0.0,3.0,5.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
179528,Entire home/apt,Entire rental unit,3,2.0,2.0,1.5,301.0,7,60,False,True,2,De Pijp - Rivierenbuurt,37.0,37.0,402.5135135135135,1087.0,410.0,20,0.21978021978021978,7.65934065934066,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
188347,Private room,Private room in condo,2,1.0,1.0,1.0,68.0,3,28,False,False,1,De Baarsjes - Oud-West,478.0,476.0,295.3619246861925,1469.0,342.0,0,0.0,3.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
189754,Entire home/apt,Entire loft,4,1.0,3.0,1.0,231.0,2,1125,True,True,1,Centrum-West,427.0,426.0,221.47540983606558,1713.0,335.0,58,0.6373626373626373,2.0,1125.0,20,0.6666666666666666,30,27,0.9,0,2026-08-11,v1_student,1
190943,Entire home/apt,Entire rental unit,3,2.0,,1.0,,3,28,False,False,1,Zuid,14.0,14.0,202.14285714285714,386.0,765.0,0,0.0,3.0,28.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
219276,Private room,Private room in guest suite,2,1.0,,1.0,,2,760,False,False,1,Centrum-West,16.0,16.0,129.875,262.0,1388.0,91,1.0,2.0,760.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
193038,Private room,Private room in loft,2,1.0,1.0,1.0,158.0,3,31,True,True,1,Centrum-Oost,740.0,729.0,353.78648648648647,1950.0,345.0,91,1.0,3.0,1125.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
212050,Entire home/apt,Entire rental unit,4,2.0,,1.5,,4,365,False,False,1,De Baarsjes - Oud-West,23.0,23.0,338.30434782608694,1093.0,735.0,0,0.0,4.0,365.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
213371,Entire home/apt,Entire rental unit,4,3.0,,1.5,,4,65,False,False,1,De Pijp - Rivierenbuurt,23.0,23.0,362.0869565217391,947.0,1151.0,0,0.0,4.0,65.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
214531,Private room,Private room in rental unit,3,1.0,,1.0,,3,50,False,False,1,Centrum-West,169.0,169.0,316.905325443787,1313.0,1507.0,0,0.0,3.0,50.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
245927,Entire home/apt,Entire guest suite,4,2.0,3.0,1.5,635.0,2,180,True,,1,Centrum-West,274.0,274.0,247.81386861313868,1059.0,348.0,91,1.0,2.0,180.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
247805,Private room,Private room in rental unit,2,1.0,1.0,1.5,117.0,2,365,False,True,1,De Baarsjes - Oud-West,563.0,559.0,323.8223801065719,2026.0,343.0,0,0.0,2.0,365.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
252080,Entire home/apt,Entire home,4,3.0,,3.5,,4,14,False,False,1,Centrum-Oost,29.0,29.0,408.13793103448273,2086.0,365.0,0,0.0,4.0,14.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
254104,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,185.0,2,31,False,False,3,Centrum-Oost,86.0,86.0,332.3953488372093,2092.0,339.0,47,0.5164835164835165,2.0,31.0,0,0.0,30,23,0.7666666666666667,0,2026-08-11,v1_student,1
1196088,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,178.0,2,14,False,True,1,Oud-Noord,625.0,624.0,197.5968,1256.0,339.0,26,0.2857142857142857,2.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
254800,Entire home/apt,Entire rental unit,2,1.0,,1.5,,2,1125,False,False,1,Centrum-West,63.0,63.0,338.7936507936508,1555.0,1397.0,0,0.0,2.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
255809,Private room,Private room in villa,4,2.0,2.0,1.0,279.0,2,30,False,True,1,De Pijp - Rivierenbuurt,269.0,267.0,227.14126394052045,1003.0,341.0,91,1.0,2.0,30.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
256670,Entire home/apt,Entire condo,4,3.0,,3.0,,5,30,False,False,1,De Baarsjes - Oud-West,10.0,10.0,634.9,1536.0,368.0,0,0.0,5.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
262394,Private room,Private room in rental unit,2,,,1.0,,3,30,False,False,1,Zuid,113.0,113.0,388.23893805309734,1635.0,2500.0,0,0.0,3.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
274706,Entire home/apt,Entire rental unit,4,2.0,,1.0,,4,40,False,False,1,Centrum-West,44.0,43.0,388.52272727272725,1191.0,1006.0,0,0.0,4.0,40.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
283170,Entire home/apt,Entire rental unit,8,5.0,8.0,1.5,1036.0,2,90,False,False,1,Zuid,130.0,130.0,278.88461538461536,1374.0,422.0,26,0.2857142857142857,2.0,90.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
286500,Private room,Private room in rental unit,2,1.0,1.0,1.0,184.0,3,365,True,True,2,Centrum-West,413.0,412.0,274.46731234866826,1373.0,349.0,0,0.0,30.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
290701,Private room,Private room in home,2,1.0,1.0,1.0,184.0,3,365,True,True,2,Centrum-West,491.0,489.0,242.6130346232179,1939.0,340.0,0,0.0,30.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
291752,Private room,Private room in rental unit,2,1.0,1.0,1.0,141.0,3,1125,False,True,1,Oud-Oost,283.0,281.0,327.9187279151943,1256.0,413.0,91,1.0,3.0,1125.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
304082,Entire home/apt,Entire guesthouse,2,1.0,1.0,1.5,185.0,2,1125,False,True,1,Centrum-West,381.0,376.0,226.45931758530185,1369.0,353.0,77,0.8461538461538461,2.4285714285714284,1125.0,23,0.7666666666666667,30,30,1.0,0,2026-08-11,v1_student,1
306852,Entire home/apt,Entire rental unit,4,2.0,2.0,1.5,200.0,4,21,False,False,3,Centrum-Oost,32.0,32.0,347.46875,1965.0,1228.0,0,0.0,4.0,21.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
307497,Entire home/apt,Boat,16,10.0,26.0,2.5,948.0,2,30,False,True,2,Westerpark,103.0,103.0,280.873786407767,1576.0,821.0,62,0.6813186813186813,2.0,30.0,8,0.26666666666666666,30,26,0.8666666666666667,0,2026-08-11,v1_student,1
307621,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,134.0,3,21,False,False,3,Centrum-Oost,6.0,6.0,464.6666666666667,959.0,1233.0,0,0.0,3.0,21.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
308028,Private room,Private room in rental unit,2,1.0,,0.5,,3,10,False,False,3,Centrum-Oost,36.0,36.0,453.3611111111111,1269.0,1260.0,0,0.0,3.0,10.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
311124,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,325.0,5,15,False,False,1,Centrum-West,100.0,100.0,466.56,2216.0,386.0,91,1.0,5.0,15.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
327285,Private room,Private room in home,4,1.0,,1.5,,3,30,True,True,1,De Pijp - Rivierenbuurt,783.0,781.0,408.4891443167305,3264.0,336.0,26,0.2857142857142857,3.043956043956044,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
331946,Entire home/apt,Entire loft,4,4.0,5.0,2.0,275.0,3,21,False,False,1,De Baarsjes - Oud-West,37.0,37.0,390.4594594594595,1263.0,358.0,0,0.0,3.0,21.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
343094,Private room,Private room in townhouse,2,1.0,1.0,1.0,104.0,5,30,True,True,1,Oud-Oost,586.0,585.0,307.98805460750856,1676.0,377.0,91,1.0,5.0,1125.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
357980,Entire home/apt,Entire townhouse,4,4.0,,1.5,,3,1125,False,False,1,De Baarsjes - Oud-West,145.0,142.0,320.8689655172414,1042.0,360.0,0,0.0,3.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
359298,Entire home/apt,Entire rental unit,3,1.0,0.0,1.0,271.0,2,1125,False,False,1,Centrum-Oost,112.0,112.0,293.99107142857144,1424.0,584.0,0,0.0,2.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
366438,Private room,Private room in condo,2,1.0,1.0,1.5,147.0,3,60,False,True,1,Centrum-West,565.0,562.0,318.1185840707965,2019.0,337.0,91,1.0,3.0,60.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
367107,Entire home/apt,Entire condo,2,1.0,1.0,1.5,299.0,5,30,False,False,1,Centrum-Oost,23.0,22.0,396.4782608695652,1043.0,472.0,91,1.0,5.0,30.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
379885,Private room,Private room in houseboat,2,1.0,1.0,1.0,228.0,3,360,True,False,1,De Pijp - Rivierenbuurt,94.0,94.0,400.77659574468083,2188.0,1017.0,0,0.0,2.4285714285714284,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
410997,Entire home/apt,Entire rental unit,4,3.0,4.0,1.5,287.0,1,365,False,False,1,Westerpark,0.0,0.0,,,424.0,0,0.0,1.0,365.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,0
414865,Entire home/apt,Entire rental unit,2,1.0,,1.0,,4,30,False,False,1,Zuid,13.0,12.0,310.46153846153845,851.0,478.0,0,0.0,4.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
415619,Entire home/apt,Entire condo,3,1.0,1.0,1.0,124.0,2,14,False,False,1,Oostelijk Havengebied - Indische Buurt,92.0,92.0,403.3369565217391,1692.0,352.0,0,0.0,2.0,14.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
2981861,Private room,Private room in bed and breakfast,2,1.0,1.0,0.0,96.0,1,1125,True,False,15,De Baarsjes - Oud-West,160.0,159.0,153.6875,970.0,358.0,91,1.0,1.2857142857142858,3.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
431635,Entire home/apt,Entire condo,3,2.0,4.0,0.0,63.0,5,6,False,False,1,Bos en Lommer,24.0,24.0,366.7916666666667,923.0,359.0,0,0.0,6.0,6.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
432233,Entire home/apt,Entire condo,2,1.0,,1.0,,3,30,False,False,1,Centrum-Oost,29.0,29.0,361.7241379310345,1550.0,355.0,0,0.0,3.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
440992,Entire home/apt,Boat,4,2.0,2.0,1.0,170.0,3,60,False,False,1,Zuid,141.0,140.0,321.36879432624113,1126.0,343.0,8,0.08791208791208792,3.0,60.0,6,0.2,30,1,0.03333333333333333,1,2026-08-11,v1_student,1
441424,Entire home/apt,Entire home,4,3.0,3.0,2.0,158.0,4,30,False,False,1,Oostelijk Havengebied - Indische Buurt,45.0,45.0,287.5777777777778,989.0,373.0,21,0.23076923076923078,4.0,1125.0,14,0.4666666666666667,30,0,0.0,1,2026-08-11,v1_student,1
445660,Private room,Private room in guest suite,3,2.0,3.0,1.0,60.0,3,30,True,True,1,De Baarsjes - Oud-West,592.0,589.0,278.0135135135135,2409.0,337.0,79,0.8681318681318682,3.0,1125.0,18,0.6,30,20,0.6666666666666666,0,2026-08-11,v1_student,1
450767,Entire home/apt,Houseboat,4,2.0,3.0,1.0,374.0,3,1125,False,True,2,Centrum-Oost,334.0,334.0,296.08383233532936,4511.0,350.0,91,1.0,3.0,1125.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
462341,Entire home/apt,Entire home,2,3.0,,1.5,,5,20,False,False,1,Centrum-West,52.0,52.0,337.5,1265.0,364.0,0,0.0,5.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
483779,Private room,Private room in rental unit,2,2.0,,1.0,,2,14,False,False,1,Slotervaart,34.0,33.0,226.76470588235293,891.0,3215.0,0,0.0,2.0,14.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
2984018,Private room,Private room in bed and breakfast,2,1.0,1.0,0.0,104.0,1,1125,True,False,15,De Baarsjes - Oud-West,49.0,48.0,141.79591836734693,994.0,361.0,91,1.0,1.2857142857142858,1000.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
496953,Private room,Private room in bed and breakfast,2,1.0,1.0,1.5,250.0,1,31,False,False,1,De Baarsjes - Oud-West,28.0,28.0,446.4642857142857,1146.0,2780.0,0,0.0,1.0,31.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
503629,Entire home/apt,Entire rental unit,4,2.0,,1.0,,1,22,False,False,1,Zuid,13.0,12.0,530.0,1224.0,363.0,0,0.0,1.0,22.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
505012,Entire home/apt,Entire home,4,3.0,4.0,1.0,630.0,3,30,False,False,1,Centrum-Oost,61.0,60.0,362.04918032786884,1131.0,1189.0,0,0.0,3.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
507598,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,500.0,2,7,False,False,1,Centrum-West,62.0,62.0,295.6290322580645,969.0,2613.0,0,0.0,2.0,7.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
515088,Entire home/apt,Entire condo,4,1.0,2.0,1.5,215.0,2,10,False,False,1,Noord-Oost,1.0,1.0,137.0,137.0,2711.0,91,1.0,2.0,10.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
515749,Entire home/apt,Boat,4,1.0,1.0,1.0,210.0,3,365,False,True,1,Centrum-Oost,325.0,325.0,327.28,1814.0,379.0,58,0.6373626373626373,3.0,365.0,9,0.3,30,30,1.0,0,2026-08-11,v1_student,1
515921,Entire home/apt,Entire rental unit,4,2.0,1.0,1.5,175.0,3,22,False,False,1,Zuid,104.0,104.0,339.83653846153845,2425.0,366.0,27,0.2967032967032967,2.0,22.0,12,0.4,30,0,0.0,1,2026-08-11,v1_student,1
517996,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,350.0,3,1125,False,False,1,Centrum-West,31.0,31.0,347.9032258064516,997.0,438.0,0,0.0,3.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
522471,Entire home/apt,Entire rental unit,4,4.0,,1.5,,9,25,False,False,1,Bos en Lommer,29.0,29.0,523.5862068965517,1721.0,730.0,0,0.0,9.0,25.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
528022,Private room,Private room in boat,2,1.0,1.0,1.5,125.0,2,30,False,True,1,Westerpark,355.0,350.0,232.2507042253521,1250.0,340.0,88,0.967032967032967,2.0,30.0,27,0.9,30,30,1.0,0,2026-08-11,v1_student,1
528594,Private room,Private room in rental unit,2,,,1.0,,2,31,False,True,2,Slotervaart,75.0,75.0,394.82666666666665,1814.0,364.0,0,0.0,2.0,31.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
537321,Entire home/apt,Entire rental unit,2,2.0,,1.0,,29,30,False,False,1,De Baarsjes - Oud-West,33.0,33.0,368.06060606060606,1239.0,1543.0,0,0.0,29.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
538723,Entire home/apt,Entire condo,4,2.0,,1.5,,5,30,False,False,1,Watergraafsmeer,57.0,57.0,354.140350877193,1461.0,2414.0,0,0.0,5.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
549310,Entire home/apt,Entire rental unit,4,2.0,,1.0,,1,1125,False,False,1,De Baarsjes - Oud-West,63.0,63.0,283.36507936507934,1838.0,380.0,0,0.0,1.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
553514,Entire home/apt,Entire rental unit,2,0.0,1.0,1.5,108.0,2,30,False,False,1,Westerpark,162.0,161.0,315.8703703703704,1543.0,2368.0,0,0.0,2.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
556829,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,126.0,3,30,False,False,2,Buitenveldert - Zuidas,28.0,28.0,360.5357142857143,1089.0,842.0,0,0.0,3.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
568446,Entire home/apt,Entire rental unit,3,2.0,,1.0,,3,5,False,False,1,Centrum-Oost,108.0,105.0,271.99074074074076,1418.0,1468.0,0,0.0,3.0,5.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
570753,Private room,Private room in bed and breakfast,3,1.0,2.0,1.5,87.0,4,30,False,True,1,Zuid,402.0,398.0,359.78855721393035,2154.0,357.0,88,0.967032967032967,4.0,30.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
575603,Entire home/apt,Entire loft,4,4.0,,2.5,,5,35,False,False,1,Centrum-Oost,22.0,22.0,338.09090909090907,757.0,585.0,0,0.0,5.0,35.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
575615,Entire home/apt,Entire rental unit,4,3.0,,1.5,,3,30,False,False,1,Centrum-Oost,40.0,40.0,381.25,1331.0,746.0,0,0.0,3.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
579851,Private room,Private room in guest suite,2,1.0,1.0,1.0,152.0,2,31,False,True,1,Westerpark,640.0,633.0,318.3078125,2138.0,351.0,0,0.0,2.0,31.0,0,0.0,30,1,0.03333333333333333,1,2026-08-11,v1_student,1
582028,Entire home/apt,Entire rental unit,6,3.0,1.0,1.5,187.0,3,28,False,False,1,Slotervaart,13.0,13.0,347.46153846153845,646.0,382.0,0,0.0,6.142857142857143,28.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
582382,Entire home/apt,Entire townhouse,4,2.0,,1.5,,5,14,False,False,1,Oud-Noord,20.0,20.0,410.95,985.0,751.0,0,0.0,3.0,14.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
584258,Entire home/apt,Entire condo,2,1.0,,1.5,,3,8,False,False,1,Zuid,23.0,23.0,296.5652173913044,653.0,344.0,0,0.0,3.0,8.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
588020,Entire home/apt,Entire rental unit,6,3.0,6.0,1.0,360.0,3,90,True,False,2,Centrum-Oost,391.0,391.0,254.0920716112532,2131.0,344.0,69,0.7582417582417582,3.0,90.0,17,0.5666666666666667,30,30,1.0,0,2026-08-11,v1_student,1
590236,Entire home/apt,Entire condo,2,1.0,1.0,1.0,180.0,3,7,False,False,1,De Baarsjes - Oud-West,61.0,60.0,462.655737704918,3957.0,350.0,91,1.0,3.0,7.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
590386,Entire home/apt,Entire rental unit,4,4.0,,1.5,,7,14,False,False,1,Watergraafsmeer,10.0,10.0,635.0,1614.0,375.0,0,0.0,7.0,14.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
590681,Entire home/apt,Entire rental unit,4,4.0,1.0,2.0,280.0,2,21,False,False,1,Zuid,29.0,29.0,238.20689655172413,654.0,756.0,0,0.0,2.0,21.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
591951,Entire home/apt,Entire home,4,3.0,5.0,1.5,319.0,1,30,False,False,1,Bijlmer-Oost,72.0,72.0,279.84722222222223,778.0,435.0,91,1.0,1.0,30.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
606871,Private room,Private room in houseboat,2,1.0,1.0,1.0,164.0,1,365,False,True,1,Westerpark,629.0,629.0,257.2670906200318,1520.0,343.0,91,1.0,1.0,365.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
608432,Private room,Private room in bed and breakfast,2,0.0,1.0,1.0,110.0,1,10,False,True,2,Centrum-West,1002.0,997.0,255.33832335329342,2689.0,335.0,0,0.0,1.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
11673293,Entire home/apt,Entire condo,4,2.0,,2.0,,5,30,False,False,1,De Baarsjes - Oud-West,42.0,42.0,332.0,1040.0,1214.0,0,0.0,5.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
613088,Private room,Private room in farm stay,2,1.0,1.0,1.0,81.0,2,1125,False,False,8,Noord-Oost,415.0,411.0,352.5686746987952,1614.0,1171.0,91,1.0,2.0,1125.0,30,1.0,30,30,1.0,0,2026-08-11,v1_student,1
620056,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,212.0,3,30,False,False,1,Westerpark,34.0,34.0,387.02941176470586,1623.0,659.0,0,0.0,3.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
623123,Entire home/apt,Entire condo,4,3.0,,3.0,,3,4,False,False,1,De Baarsjes - Oud-West,41.0,41.0,457.6829268292683,1328.0,352.0,0,0.0,3.0,4.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
627188,Private room,Private room in bed and breakfast,2,0.0,1.0,1.0,112.0,1,10,False,True,2,Centrum-West,692.0,684.0,232.29768786127167,1696.0,337.0,0,0.0,1.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
627213,Entire home/apt,Houseboat,5,3.0,,2.5,,7,30,False,False,1,Zuid,17.0,17.0,422.4117647058824,1480.0,380.0,0,0.0,7.0,30.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
638555,Entire home/apt,Houseboat,4,4.0,,2.5,,2,14,False,True,1,Oostelijk Havengebied - Indische Buurt,23.0,23.0,245.7391304347826,759.0,379.0,0,0.0,2.0,1125.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
646957,Entire home/apt,Entire rental unit,4,2.0,,1.5,,4,17,False,False,1,De Pijp - Rivierenbuurt,8.0,8.0,203.875,357.0,365.0,0,0.0,4.0,17.0,0,0.0,30,0,0.0,1,2026-08-11,v1_student,1
654931,Hotel room,Room in bed and breakfast,2,1.0,1.0,1.0,178.0,1,1125,True,True,2,Centrum-West,1036.0,1026.0,296.9816602316602,2767.0,336.0,75,0.8241758241758241,2.0,1125.0,15,0.5,30,0,0.0,1,2026-08-11,v1_student,1
